Sample ID,Commodity,Pesticide Code,Pesticide Name,Concentration,LOD,pp_,Annotate,Quantitate,Mean,Commodity Type,Variety,Commodity Claim,Facility Type,Origin,Country,State,Quantity,EPA Tolerance (ppm)
"FL1812040048SZWA1P","SZ","930","Bifenthrin","0.0037","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"FL1812040048SZWA1P","SZ","AHM","Spirotetramat","0.0023","0.002","M","","","R","FZ","Whole","NC","R","2","Mexico","","","0.40"
"FL1812040062SZWA1P","SZ","B80","Acetamiprid","0.0093","0.0015","M","","","R","FZ","Whole","NC","R","2","Mexico","","","0.60"
"FL1812040062SZWA1P","SZ","B75","Boscalid","0.0092","0.0033","M","","","R","FZ","Whole","NC","R","2","Mexico","","","4.5"
"FL1812040062SZWA1P","SZ","B61","Pyraclostrobin","0.0092","0.0033","M","","","R","FZ","Whole","NC","R","2","Mexico","","","1.2"
"FL1812040062SZWA1P","SZ","B43","Thiamethoxam","0.0056","0.0033","M","","","R","FZ","Whole","NC","R","2","Mexico","","","0.30"
"FL1812040062SZWA1P","SZ","930","Bifenthrin","0.0048","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"FL1812040062SZWA1P","SZ","219","Oxydemeton methyl","0.0043","0.002","M","","","R","FZ","Whole","NC","R","2","Mexico","","","2.0"
"FL1812040062SZWA1P","SZ","B48","Azoxystrobin","0.0033","0.0015","M","","","R","FZ","Whole","NC","R","2","Mexico","","","10.0"
"FL1812040062SZWA1P","SZ","607","Metalaxyl/Mefenoxam","0.0012","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","10.0"
"FL1812040062SZWA1P","SZ","B16","Pyrimethanil","0.19","0.05","M","","","R","FZ","Whole","NC","R","2","Mexico","","","3.0"
"FL1812040062SZWA1P","SZ","B22","Cyprodinil","0.096","0.005","M","","","R","FZ","Whole","NC","R","2","Mexico","","","5.0"
"FL1812040062SZWA1P","SZ","B41","Fenhexamid","0.045","0.013","M","","","R","FZ","Whole","NC","R","2","Mexico","","","3.0"
"FL1812040062SZWA1P","SZ","624","Tetrahydrophthalimide (THPI)","0.045","0.01","M","","","R","FZ","Whole","NC","R","2","Mexico","","","20.0"
"FL1812040062SZWA1P","SZ","666","Carbendazim (MBC)","0.017","0.001","M","","","R","FZ","Whole","NC","R","2","Mexico","","","7.0"
"FL1812040062SZWA1P","SZ","AFS","Fenpyroximate","0.014","0.005","M","","","R","FZ","Whole","NC","R","2","Mexico","","","1.0"
"FL1812040087SZWA1P","SZ","930","Bifenthrin","0.0064","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"FL1812040087SZWA1P","SZ","052","Malathion","0.0032","0.002","M","","E","R","FZ","Whole","NC","R","2","Mexico","","","8"
"FL1812040087SZWA1P","SZ","B75","Boscalid","0.041","0.0033","M","","E","R","FZ","Whole","NC","R","2","Mexico","","","4.5"
"FL1812040087SZWA1P","SZ","624","Tetrahydrophthalimide (THPI)","0.036","0.01","M","","","R","FZ","Whole","NC","R","2","Mexico","","","20.0"
"FL1812040087SZWA1P","SZ","666","Carbendazim (MBC)","0.021","0.001","M","","E","R","FZ","Whole","NC","R","2","Mexico","","","7.0"
"MD1810240005SZWA1P","SZ","666","Carbendazim (MBC)","0.015","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","7.0"
"MD1810240005SZWA1P","SZ","219","Oxydemeton methyl","0.0094","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","2.0"
"MD1810240005SZWA1P","SZ","B80","Acetamiprid","0.0068","0.0015","M","","","O","FZ","Whole","NC","R","2","Mexico","","","0.60"
"MD1810240005SZWA1P","SZ","B48","Azoxystrobin","0.0052","0.0015","M","","","O","FZ","Whole","NC","R","2","Mexico","","","10.0"
"MD1810240005SZWA1P","SZ","B75","Boscalid","0.0041","0.0033","M","","","O","FZ","Whole","NC","R","2","Mexico","","","4.5"
"MD1810240005SZWA1P","SZ","052","Malathion","0.004","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","8"
"MD1810240005SZWA1P","SZ","B61","Pyraclostrobin","0.0033","0.0033","M","","","O","FZ","Whole","NC","R","2","Mexico","","","1.2"
"MD1810240005SZWA1P","SZ","157","Thiabendazole","0.0026","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","5.0"
"MD1810240005SZWA1P","SZ","B16","Pyrimethanil","0.22","0.05","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"MD1810240005SZWA1P","SZ","AFS","Fenpyroximate","0.026","0.005","M","","","O","FZ","Whole","NC","R","2","Mexico","","","1.0"
"MD1810240005SZWA1P","SZ","930","Bifenthrin","0.024","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"MD1810240005SZWA1P","SZ","624","Tetrahydrophthalimide (THPI)","0.018","0.01","M","","","O","FZ","Whole","NC","R","2","Mexico","","","20.0"
"MD1810240005SZWA1P","SZ","AGT","Spiromesifen","0.017","0.01","M","","","O","FZ","Whole","NC","R","2","Mexico","","","2.0"
"MD1811280021SZWA1P","SZ","B16","Pyrimethanil","0.061","0.05","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"MD1811280021SZWA1P","SZ","219","Oxydemeton methyl","0.0052","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","2.0"
"MD1811280021SZWA1P","SZ","B43","Thiamethoxam","0.0036","0.0033","M","","","O","FZ","Whole","NC","R","2","Mexico","","","0.30"
"MD1811280021SZWA1P","SZ","B80","Acetamiprid","0.0035","0.0015","M","","","O","FZ","Whole","NC","R","2","Mexico","","","0.60"
"MD1811280021SZWA1P","SZ","B75","Boscalid","0.0033","0.0033","M","","","O","FZ","Whole","NC","R","2","Mexico","","","4.5"
"MD1811280021SZWA1P","SZ","B10","Hexythiazox","0.0022","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","6"
"MD1812170001SZWA1P","SZ","930","Bifenthrin","0.032","0.002","M","","","O","FZ","N/A","NC","R","2","Mexico","","","3.0"
"MD1812170001SZWA1P","SZ","624","Tetrahydrophthalimide (THPI)","0.027","0.01","M","","","R","FZ","N/A","NC","R","2","Mexico","","","20.0"
"MD1812170001SZWA1P","SZ","607","Metalaxyl/Mefenoxam","0.0042","0.001","M","","","R","FZ","N/A","NC","R","2","Mexico","","","10.0"
"MD1812170001SZWA1P","SZ","B48","Azoxystrobin","0.0015","0.0015","M","","","R","FZ","N/A","NC","R","2","Mexico","","","10.0"
"MD1812170036SZWA1P","SZ","B43","Thiamethoxam","0.014","0.0033","M","","","R","FZ","N/A","NC","R","2","Mexico","","","0.30"
"MD1812170036SZWA1P","SZ","B48","Azoxystrobin","0.0079","0.0015","M","","","R","FZ","N/A","NC","R","2","Mexico","","","10.0"
"MD1812170036SZWA1P","SZ","B75","Boscalid","0.0048","0.0033","M","","","R","FZ","N/A","NC","R","2","Mexico","","","4.5"
"MD1812170036SZWA1P","SZ","930","Bifenthrin","0.0043","0.002","M","","","O","FZ","N/A","NC","R","2","Mexico","","","3.0"
"MD1812170036SZWA1P","SZ","B80","Acetamiprid","0.0039","0.0015","M","","","R","FZ","N/A","NC","R","2","Mexico","","","0.60"
"MD1812170036SZWA1P","SZ","679","Myclobutanil","0.0036","0.0033","M","","","R","FZ","N/A","NC","R","2","Mexico","","","0.50"
"MD1812170042SZWA1P","SZ","B48","Azoxystrobin","0.0019","0.0015","M","","","R","FZ","Whole","NC","R","2","Mexico","","","10.0"
"MD1812170042SZWA1P","SZ","B16","Pyrimethanil","0.09","0.05","M","","","R","FZ","Whole","NC","R","2","Mexico","","","3.0"
"MD1812170042SZWA1P","SZ","B75","Boscalid","0.017","0.0033","M","","","R","FZ","Whole","NC","R","2","Mexico","","","4.5"
"MD1812170042SZWA1P","SZ","B61","Pyraclostrobin","0.017","0.0033","M","","","R","FZ","Whole","NC","R","2","Mexico","","","1.2"
"MD1812170042SZWA1P","SZ","607","Metalaxyl/Mefenoxam","0.0095","0.001","M","","","R","FZ","Whole","NC","R","2","Mexico","","","10.0"
"MI1810230027SZWA1","SZ","AGG","Flonicamid","0.017","0.006","M","","","O","FZ","Diced","NC","D","2","Mexico","","","1.5"
"MI1810230103SZWA1","SZ","607","Metalaxyl/Mefenoxam","0.0011","0.001","M","","","O","FZ","Whole","NC","D","2","Mexico","","","10.0"
"MI1810230103SZWA1","SZ","626","Iprodione","0.064","0.04","M","","","O","FZ","Whole","NC","D","2","Mexico","","","15.0"
"MI1810230103SZWA1","SZ","B75","Boscalid","0.016","0.0033","M","","","O","FZ","Whole","NC","D","2","Mexico","","","4.5"
"MI1810230103SZWA1","SZ","930","Bifenthrin","0.0049","0.002","M","","","O","FZ","Whole","NC","D","2","Mexico","","","3.0"
"MI1810230103SZWA1","SZ","B61","Pyraclostrobin","0.0034","0.0033","M","","","O","FZ","Whole","NC","D","2","Mexico","","","1.2"
"MI1812040047SZWA1","SZ","607","Metalaxyl/Mefenoxam","0.0036","0.001","M","","E","R","FZ","Cut","NC","R","2","Mexico","","","10.0"
"MI1812040047SZWA1","SZ","B16","Pyrimethanil","0.32","0.05","M","","E","R","FZ","Cut","NC","R","2","Mexico","","","3.0"
"MI1812040047SZWA1","SZ","AGG","Flonicamid","0.049","0.006","M","","E","R","FZ","Cut","NC","R","2","Mexico","","","1.5"
"MI1812040047SZWA1","SZ","AFX","Novaluron","0.046","0.0086","M","","E","R","FZ","Cut","NC","R","2","Mexico","","","0.45"
"MI1812040047SZWA1","SZ","808","Fenpropathrin","0.029","0.02","M","","","O","FZ","Cut","NC","R","2","Mexico","","","2.0"
"MI1812040047SZWA1","SZ","AGW","Chlorantraniliprole","0.012","0.01","M","","E","R","FZ","Cut","NC","R","2","Mexico","","","1.0"
"MI1812040084SZWA1","SZ","B10","Hexythiazox","0.029","0.002","M","","","R","FZ","Whole","NC","D","2","Mexico","","","6"
"MI1812040084SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.012","0.01","M","","","R","FZ","Whole","NC","D","2","Mexico","","","20.0"
"MI1812040084SZWA1","SZ","ABC","Spinosad A","0.0056","0.0033","M","","","R","FZ","Whole","NC","D","2","Mexico","","","0.90"
"MI1812040084SZWA1","SZ","B48","Azoxystrobin","0.0041","0.0015","M","","","R","FZ","Whole","NC","D","2","Mexico","","","10.0"
"MI1812040084SZWA1","SZ","AGT","Spiromesifen","0.23","0.01","M","","","R","FZ","Whole","NC","D","2","Mexico","","","2.0"
"MI1812040084SZWA1","SZ","B16","Pyrimethanil","0.17","0.05","M","","","R","FZ","Whole","NC","D","2","Mexico","","","3.0"
"NC1810240537SZWA1A","SZ","AGG","Flonicamid","0.0072","0.006","M","","","O","FZ","Sliced","NC","R","2","Mexico","","","1.5"
"NC1810240537SZWA1A","SZ","666","Carbendazim (MBC)","0.019","0.001","M","","","O","FZ","Sliced","NC","R","2","Mexico","","","7.0"
"NC1810240545SZWA1A","SZ","930","Bifenthrin","0.006","0.002","M","","","O","FZ","Sliced","NC","R","2","Mexico","","","3.0"
"NC1810240545SZWA1A","SZ","B16","Pyrimethanil","0.21","0.05","M","","","O","FZ","Sliced","NC","R","2","Mexico","","","3.0"
"NC1810240545SZWA1A","SZ","666","Carbendazim (MBC)","0.055","0.001","M","","","O","FZ","Sliced","NC","R","2","Mexico","","","7.0"
"NC1810240545SZWA1A","SZ","B75","Boscalid","0.024","0.0033","M","","","O","FZ","Sliced","NC","R","2","Mexico","","","4.5"
"NC1810240545SZWA1A","SZ","B61","Pyraclostrobin","0.014","0.0033","M","","","O","FZ","Sliced","NC","R","2","Mexico","","","1.2"
"NC1811140573SZWA1A","SZ","666","Carbendazim (MBC)","0.0015","0.001","M","","","O","FZ","Sliced","NC","R","2","Mexico","","","7.0"
"NC1811140573SZWA1A","SZ","624","Tetrahydrophthalimide (THPI)","0.044","0.01","M","","","O","FZ","Sliced","NC","R","2","Mexico","","","20.0"
"NC1811140573SZWA1A","SZ","AFX","Novaluron","0.011","0.0086","M","","","R","FZ","Sliced","NC","R","2","Mexico","","","0.45"
"NC1811140573SZWA1B","SZ","930","Bifenthrin","0.0087","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"NC1811140573SZWA1B","SZ","B43","Thiamethoxam","0.0067","0.0033","M","","","O","FZ","Whole","NC","R","2","Mexico","","","0.30"
"NC1811140573SZWA1B","SZ","B80","Acetamiprid","0.0049","0.0015","M","","","O","FZ","Whole","NC","R","2","Mexico","","","0.60"
"NC1811140573SZWA1B","SZ","B10","Hexythiazox","0.0029","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","6"
"NC1811140573SZWA1B","SZ","AGT","Spiromesifen","0.02","0.01","M","","","O","FZ","Whole","NC","R","2","Mexico","","","2.0"
"NC1811140573SZWA1B","SZ","102","Carbaryl","0.016","0.0033","M","","","O","FZ","Whole","NC","R","2","Mexico","","","4.0"
"NC1811140573SZWA1B","SZ","219","Oxydemeton methyl","0.015","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","2.0"
"NC1811140573SZWA1B","SZ","AFS","Fenpyroximate","0.014","0.005","M","","","O","FZ","Whole","NC","R","2","Mexico","","","1.0"
"NY1810160053SZWA1P","SZ","B80","Acetamiprid","0.0026","0.0015","M","","","O","FZ","Sliced; Non GMO","NC","R","2","Mexico","","","0.60"
"NY1810160053SZWA1P","SZ","A61","Triflumizole","2.8","0.01","M","X","","O","FZ","Sliced; Non GMO","NC","R","2","Mexico","","","2.0"
"NY1810160053SZWA1P","SZ","624","Tetrahydrophthalimide (THPI)","0.074","0.01","M","","","O","FZ","Sliced; Non GMO","NC","R","2","Mexico","","","20.0"
"NY1810160053SZWA1P","SZ","930","Bifenthrin","0.012","0.002","M","","","O","FZ","Sliced; Non GMO","NC","R","2","Mexico","","","3.0"
"NY1810160053SZWA1P","SZ","B75","Boscalid","0.01","0.0033","M","","","O","FZ","Sliced; Non GMO","NC","R","2","Mexico","","","4.5"
"NY1810160053SZWA1P","SZ","B61","Pyraclostrobin","0.0099","0.0033","M","","","O","FZ","Sliced; Non GMO","NC","R","2","Mexico","","","1.2"
"NY1810160124SZWA1P","SZ","666","Carbendazim (MBC)","0.0018","0.001","M","","","O","FZ","Sliced","NC","R","2","Mexico","","","7.0"
"NY1810160124SZWA1P","SZ","624","Tetrahydrophthalimide (THPI)","0.055","0.01","M","","","O","FZ","Sliced","NC","R","2","Mexico","","","20.0"
"NY1810160285SZWA1P","SZ","AGW","Chlorantraniliprole","0.012","0.01","M","","","O","FZ","Whole","NC","R","2","Mexico","","","1.0"
"NY1811140054SZWA1P","SZ","AFX","Novaluron","0.014","0.0086","M","","","O","FZ","Sliced; Non GMO","NC","R","2","Mexico","","","0.45"
"NY1811140054SZWA1P","SZ","607","Metalaxyl/Mefenoxam","0.0034","0.001","M","","","O","FZ","Sliced; Non GMO","NC","R","2","Mexico","","","10.0"
"NY1811140054SZWA1P","SZ","052","Malathion","0.0027","0.002","M","","","O","FZ","Sliced; Non GMO","NC","R","2","Mexico","","","8"
"NY1811140054SZWA1P","SZ","B16","Pyrimethanil","0.28","0.05","M","","","O","FZ","Sliced; Non GMO","NC","R","2","Mexico","","","3.0"
"NY1811140054SZWA1P","SZ","AGG","Flonicamid","0.041","0.006","M","","","O","FZ","Sliced; Non GMO","NC","R","2","Mexico","","","1.5"
"NY1811140089SZWA1P","SZ","679","Myclobutanil","0.005","0.0033","M","","","O","FZ","Whole","NC","R","2","Mexico","","","0.50"
"NY1811140089SZWA1P","SZ","204","Acephate","0.0045","0.003","M","","","O","FZ","Whole","NC","R","2","Mexico","","","0.02"
"NY1811140089SZWA1P","SZ","219","Oxydemeton methyl","0.0024","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","2.0"
"NY1811140089SZWA1P","SZ","B16","Pyrimethanil","0.13","0.05","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"NY1811140089SZWA1P","SZ","666","Carbendazim (MBC)","0.024","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","7.0"
"NY1811140089SZWA1P","SZ","B75","Boscalid","0.018","0.0033","M","","","O","FZ","Whole","NC","R","2","Mexico","","","4.5"
"NY1811140089SZWA1P","SZ","B61","Pyraclostrobin","0.017","0.0033","M","","","O","FZ","Whole","NC","R","2","Mexico","","","1.2"
"NY1811140089SZWA1P","SZ","B48","Azoxystrobin","0.012","0.0015","M","","","O","FZ","Whole","NC","R","2","Mexico","","","10.0"
"NY1811140135SZWA1P","SZ","666","Carbendazim (MBC)","0.01","0.001","M","","","O","FZ","Whole; Fat Free; No ","NC","R","2","Mexico","","","7.0"
"NY1811140135SZWA1P","SZ","B80","Acetamiprid","0.0095","0.0015","M","","","O","FZ","Whole; Fat Free; No ","NC","R","2","Mexico","","","0.60"
"NY1811140135SZWA1P","SZ","219","Oxydemeton methyl","0.0095","0.002","M","","","O","FZ","Whole; Fat Free; No ","NC","R","2","Mexico","","","2.0"
"NY1811140135SZWA1P","SZ","B61","Pyraclostrobin","0.0063","0.0033","M","","","O","FZ","Whole; Fat Free; No ","NC","R","2","Mexico","","","1.2"
"NY1811140135SZWA1P","SZ","930","Bifenthrin","0.0048","0.002","M","","","O","FZ","Whole; Fat Free; No ","NC","R","2","Mexico","","","3.0"
"NY1811140135SZWA1P","SZ","B48","Azoxystrobin","0.0045","0.0015","M","","","O","FZ","Whole; Fat Free; No ","NC","R","2","Mexico","","","10.0"
"NY1811140135SZWA1P","SZ","052","Malathion","0.0045","0.002","M","","","O","FZ","Whole; Fat Free; No ","NC","R","2","Mexico","","","8"
"NY1811140135SZWA1P","SZ","607","Metalaxyl/Mefenoxam","0.0011","0.001","M","","","O","FZ","Whole; Fat Free; No ","NC","R","2","Mexico","","","10.0"
"NY1811140135SZWA1P","SZ","102","Carbaryl","0.047","0.0033","M","","","O","FZ","Whole; Fat Free; No ","NC","R","2","Mexico","","","4.0"
"NY1811140135SZWA1P","SZ","624","Tetrahydrophthalimide (THPI)","0.032","0.01","M","","","O","FZ","Whole; Fat Free; No ","NC","R","2","Mexico","","","20.0"
"NY1811140283SZWA1P","SZ","AFX","Novaluron","0.014","0.0086","M","","","O","FZ","Whole","NC","R","2","Mexico","","","0.45"
"NY1811140283SZWA1P","SZ","607","Metalaxyl/Mefenoxam","0.0056","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","10.0"
"NY1811140283SZWA1P","SZ","B16","Pyrimethanil","0.12","0.05","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"NY1811140283SZWA1P","SZ","808","Fenpropathrin","0.029","0.02","M","","","O","FZ","Whole","NC","R","2","Mexico","","","2.0"
"NY1811140286SZWA1P","SZ","B43","Thiamethoxam","0.0052","0.0033","M","","","O","FZ","Whole","NC","R","2","Mexico","","","0.30"
"NY1811140286SZWA1P","SZ","052","Malathion","0.0027","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","8"
"NY1811140286SZWA1P","SZ","B80","Acetamiprid","0.0026","0.0015","M","","","O","FZ","Whole","NC","R","2","Mexico","","","0.60"
"NY1811140286SZWA1P","SZ","666","Carbendazim (MBC)","0.0019","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","7.0"
"NY1811140286SZWA1P","SZ","B48","Azoxystrobin","0.0068","0.0015","M","","","O","FZ","Whole","NC","R","2","Mexico","","","10.0"
"NY1812170068SZWA1P","SZ","AGT","Spiromesifen","0.057","0.01","M","","","R","FZ","Whole","NC","R","2","Mexico","","","2.0"
"NY1812170068SZWA1P","SZ","B10","Hexythiazox","0.038","0.002","M","","","R","FZ","Whole","NC","R","2","Mexico","","","6"
"NY1812170068SZWA1P","SZ","B80","Acetamiprid","0.012","0.0015","M","","","R","FZ","Whole","NC","R","2","Mexico","","","0.60"
"NY1812170068SZWA1P","SZ","B75","Boscalid","0.012","0.0033","M","","","R","FZ","Whole","NC","R","2","Mexico","","","4.5"
"NY1812170068SZWA1P","SZ","930","Bifenthrin","0.0092","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"NY1812170068SZWA1P","SZ","B61","Pyraclostrobin","0.0046","0.0033","M","","","R","FZ","Whole","NC","R","2","Mexico","","","1.2"
"NY1812170068SZWA1P","SZ","B48","Azoxystrobin","0.003","0.0015","M","","","R","FZ","Whole","NC","R","2","Mexico","","","10.0"
"NY1812170254SZWA1P","SZ","AFX","Novaluron","0.016","0.0086","M","","","R","FZ","Sliced; High in Vita","NC","R","2","Mexico","","","0.45"
"OH1810220100SZWA1","SZ","626","Iprodione","0.074","0.04","M","","","O","FZ","Whole","NC","D","2","Mexico","","","15.0"
"OH1810220100SZWA1","SZ","B75","Boscalid","0.018","0.0033","M","","","O","FZ","Whole","NC","D","2","Mexico","","","4.5"
"OH1810220100SZWA1","SZ","930","Bifenthrin","0.0086","0.002","M","","","O","FZ","Whole","NC","D","2","Mexico","","","3.0"
"OH1810220100SZWA1","SZ","B43","Thiamethoxam","0.0041","0.0033","M","","","O","FZ","Whole","NC","D","2","Mexico","","","0.30"
"OH1810220100SZWA1","SZ","B61","Pyraclostrobin","0.0039","0.0033","M","","","O","FZ","Whole","NC","D","2","Mexico","","","1.2"
"OH1810220100SZWA1","SZ","052","Malathion","0.0032","0.002","M","","","O","FZ","Whole","NC","D","2","Mexico","","","8"
"OH1810220100SZWA1","SZ","666","Carbendazim (MBC)","0.0014","0.001","M","","","O","FZ","Whole","NC","D","2","Mexico","","","7.0"
"OH1810220100SZWA1","SZ","607","Metalaxyl/Mefenoxam","0.001","0.001","M","","","O","FZ","Whole","NC","D","2","Mexico","","","10.0"
"OH1810220203SZWA1P","SZ","052","Malathion","0.0023","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","8"
"OH1810220203SZWA1P","SZ","B16","Pyrimethanil","0.11","0.05","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"OH1810220203SZWA1P","SZ","607","Metalaxyl/Mefenoxam","0.056","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","10.0"
"OH1810220212SZWA1P","SZ","ABC","Spinosad A","0.0042","0.0033","M","","","O","FZ","Whole","NC","R","2","Mexico","","","0.90"
"OH1810220212SZWA1P","SZ","624","Tetrahydrophthalimide (THPI)","0.017","0.01","M","","","O","FZ","Whole","NC","R","2","Mexico","","","20.0"
"OH1810220440SZWA1P","SZ","B61","Pyraclostrobin","0.0034","0.0033","M","","","O","FZ","Whole","NC","R","2","Mexico","","","1.2"
"OH1810220440SZWA1P","SZ","B16","Pyrimethanil","0.064","0.05","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"OH1810220440SZWA1P","SZ","626","Iprodione","0.059","0.04","M","","","O","FZ","Whole","NC","R","2","Mexico","","","15.0"
"OH1810220440SZWA1P","SZ","B75","Boscalid","0.018","0.0033","M","","","O","FZ","Whole","NC","R","2","Mexico","","","4.5"
"OH1810220440SZWA1P","SZ","930","Bifenthrin","0.0069","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"OH1811260100SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.022","0.01","M","","","O","FZ","Sliced","NC","D","2","Mexico","","","20.0"
"OH1811260100SZWA1","SZ","AFX","Novaluron","0.011","0.0086","M","","E","O","FZ","Sliced","NC","D","2","Mexico","","","0.45"
"OH1811260202SZWA1P","SZ","AFX","Novaluron","0.017","0.0086","M","","","O","FZ","Whole; Naturally Glu","NC","R","2","Mexico","","","0.45"
"OH1811260202SZWA1P","SZ","ABC","Spinosad A","0.0047","0.0033","M","","","O","FZ","Whole; Naturally Glu","NC","R","2","Mexico","","","0.90"
"OH1811260212SZWA1P","SZ","B75","Boscalid","0.0089","0.0033","M","","","O","FZ","Whole; Naturally Glu","NC","R","2","Mexico","","","4.5"
"OH1811260212SZWA1P","SZ","B16","Pyrimethanil","0.2","0.05","M","","","O","FZ","Whole; Naturally Glu","NC","R","2","Mexico","","","3.0"
"OH1811260212SZWA1P","SZ","808","Fenpropathrin","0.04","0.02","M","","","O","FZ","Whole; Naturally Glu","NC","R","2","Mexico","","","2.0"
"OH1811260212SZWA1P","SZ","666","Carbendazim (MBC)","0.028","0.001","M","","","O","FZ","Whole; Naturally Glu","NC","R","2","Mexico","","","7.0"
"OH1812260202SZWA1P","SZ","607","Metalaxyl/Mefenoxam","0.0022","0.001","M","","","R","FZ","Sliced","NC","R","2","Mexico","","","10.0"
"OH1812260202SZWA1P","SZ","AGT","Spiromesifen","0.027","0.01","M","","","R","FZ","Sliced","NC","R","2","Mexico","","","2.0"
"OH1812260202SZWA1P","SZ","B22","Cyprodinil","0.025","0.005","M","","","R","FZ","Sliced","NC","R","2","Mexico","","","5.0"
"OH1812260202SZWA1P","SZ","B75","Boscalid","0.0063","0.0033","M","","","R","FZ","Sliced","NC","R","2","Mexico","","","4.5"
"OH1812260452SZWA1P","SZ","AGG","Flonicamid","0.026","0.006","M","","","R","FZ","Whole","NC","R","2","Mexico","","","1.5"
"OH1812260452SZWA1P","SZ","AFS","Fenpyroximate","0.0074","0.005","M","","","R","FZ","Whole","NC","R","2","Mexico","","","1.0"
"OH1812260452SZWA1P","SZ","AHM","Spirotetramat","0.0045","0.002","M","","","R","FZ","Whole","NC","R","2","Mexico","","","0.40"
"OH1812260452SZWA1P","SZ","052","Malathion","0.0045","0.002","M","","","R","FZ","Whole","NC","R","2","Mexico","","","8"
"TX1810150105SZWA1","SZ","666","Carbendazim (MBC)","0.015","0.001","M","","","O","FZ","Whole Strawberries","NC","D","2","Mexico","","","7.0"
"TX1810150108SZWA1P","SZ","666","Carbendazim (MBC)","0.0022","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","7.0"
"TX1810150108SZWA1P","SZ","B43","Thiamethoxam","0.0099","0.0033","M","","","O","FZ","Whole","NC","R","2","Mexico","","","0.30"
"TX1810150108SZWA1P","SZ","930","Bifenthrin","0.0096","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"TX1810150108SZWA1P","SZ","AGG","Flonicamid","0.0094","0.006","M","","","O","FZ","Whole","NC","R","2","Mexico","","","1.5"
"TX1810150108SZWA1P","SZ","B22","Cyprodinil","0.0079","0.005","M","","","O","FZ","Whole","NC","R","2","Mexico","","","5.0"
"TX1810150108SZWA1P","SZ","219","Oxydemeton methyl","0.0043","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","2.0"
"TX1810150419SZWA1","SZ","666","Carbendazim (MBC)","0.0022","0.001","M","","","O","FZ","Sliced","NC","D","2","Mexico","","","7.0"
"TX1810150419SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.05","0.01","M","","","O","FZ","Sliced","NC","D","2","Mexico","","","20.0"
"TX1810150419SZWA1","SZ","AGG","Flonicamid","0.016","0.006","M","","","O","FZ","Sliced","NC","D","2","Mexico","","","1.5"
"TX1811120040SZWA1P","SZ","B80","Acetamiprid","0.033","0.0015","M","","","O","FZ","Whole","NC","R","2","Mexico","","","0.60"
"TX1811120040SZWA1P","SZ","052","Malathion","0.023","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","8"
"TX1811120040SZWA1P","SZ","AGT","Spiromesifen","0.017","0.01","M","","","O","FZ","Whole","NC","R","2","Mexico","","","2.0"
"TX1811120040SZWA1P","SZ","666","Carbendazim (MBC)","0.013","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","7.0"
"TX1811120040SZWA1P","SZ","AES","Methoxyfenozide","0.0072","0.0033","M","","","O","FZ","Whole","NC","R","2","Mexico","","","2.0"
"TX1811120040SZWA1P","SZ","930","Bifenthrin","0.0061","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
