"Year","State","State ANSI","category","measurement","Value","use","Chemical","Number"
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","PYRIDABEN",129105
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","100"," INSECTICIDE","PYRIPROXYFEN",129032
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","SOYBEAN OIL",31605
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","2,300"," INSECTICIDE","SPINETORAM",110007
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","600"," INSECTICIDE","SPINOSAD",110003
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","1,800"," INSECTICIDE","SPIROMESIFEN",24875
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","1,000"," INSECTICIDE","SULFOXAFLOR",5210
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","1,400"," INSECTICIDE","THIAMETHOXAM",60109
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","212,600"," INSECTICIDE","CHEMICAL",NA
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","ZETA-CYPERMETHRIN",129064
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","ACIBENZOLAR-S-METHYL",61402
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," OTHER","AUREOBASIDIUM PULLULANS DSM 14940",46010
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," OTHER","AUREOBASIDIUM PULLULANS DSM 14941",36010
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," OTHER","BT KURSTAKI SA-12",6518
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","CAPRIC ACID",128955
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","CAPRYLIC ACID",128919
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","6,146,600"," OTHER","CHLOROPICRIN",81501
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","1,045,700"," OTHER","DICHLOROPROPENE",29001
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","1,700"," OTHER","FLUTRIAFOL",128940
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","GLIOCLADIUM VIRENS",129000
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","HYDROGEN PEROXIDE",595
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","100"," OTHER","IRON PHOSPHATE",34903
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","METALDEHYDE",53001
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","254,000"," OTHER","METAM-POTASSIUM",39002
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","244,000"," OTHER","METAM-SODIUM",39003
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","PAECILOMYCES FUMOSOR",115002
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","PEROXYACETIC ACID",63201
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","POTASSIUM SILICATE",72606
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","600"," OTHER","REYNOUTRIA SACHALINE",55809
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","7,698,900"," OTHER","CHEMICAL",NA
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," OTHER","TRICHODERMA VIRENS STRAIN G-41",176604
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.205"," FUNGICIDE","AZOXYSTROBIN",128810
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS MBI 600",129082
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747",16482
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," FUNGICIDE","BACILLUS PUMILUS",6485
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," FUNGICIDE","BACILLUS SUBT. GB03",129068
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," FUNGICIDE","BACILLUS SUBTILIS",6479
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.482"," FUNGICIDE","BLAD",30006
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.023"," FUNGICIDE","BORAX DECAHYDRATE",11102
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.337"," FUNGICIDE","BOSCALID",128008
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19",6544
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","1.739"," FUNGICIDE","CAPTAN",81301
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","COPPER HYDROXIDE",23401
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","COPPER OCTANOATE",23306
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.023"," FUNGICIDE","CYFLUFENAMID",555550
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.32"," FUNGICIDE","CYPRODINIL",288202
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.114"," FUNGICIDE","DIFENOCONAZOLE",128847
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.623"," FUNGICIDE","FENHEXAMID",90209
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.213"," FUNGICIDE","FLUDIOXONIL",71503
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.113"," FUNGICIDE","FLUOPYRAM",80302
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.168"," FUNGICIDE","FLUXAPYROXAD",138009
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","3.997"," FUNGICIDE","FOSETYL-AL",123301
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","ISOFETAMID",270000
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.493"," FUNGICIDE","MEFENOXAM",113502
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","MONO-POTASSIUM SALT",76416
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.106"," FUNGICIDE","MYCLOBUTANIL",128857
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.303"," FUNGICIDE","PENTHIOPYRAD",90112
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.073"," FUNGICIDE","POLYOXIN D ZINC SALT",230000
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","2.381"," FUNGICIDE","POTASSIUM BICARBON.",73508
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.112"," FUNGICIDE","PROPICONAZOLE",122101
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.169"," FUNGICIDE","PYRACLOSTROBIN",99100
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.51"," FUNGICIDE","PYRIMETHANIL",288201
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.097"," FUNGICIDE","QUINOLINE",55459
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," FUNGICIDE","STREPTOMYCES LYDICUS",6327
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","3.656"," FUNGICIDE","SULFUR",77501
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.039"," FUNGICIDE","TETRACONAZOLE",120603
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.669"," FUNGICIDE","THIOPHANATE-METHYL",102001
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","2.219"," FUNGICIDE","THIRAM",79801
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," FUNGICIDE","TRICHODERMA HARZ.",119202
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.113"," FUNGICIDE","TRIFLOXYSTROBIN",129112
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.23"," FUNGICIDE","TRIFLUMIZOLE",128879
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.024"," HERBICIDE","CARFENTRAZONE-ETHYL",128712
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.089"," HERBICIDE","FLUMIOXAZIN",129034
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," HERBICIDE","GLUFOSINATE-AMMONIUM",128850
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," HERBICIDE","GLYPHOSATE ISO. SALT",103601
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," HERBICIDE","GLYPHOSATE POT. SALT",103613
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," HERBICIDE","NAPROPAMIDE",103001
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.313"," HERBICIDE","OXYFLUORFEN",111601
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," HERBICIDE","PARAQUAT",61601
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","1.202"," HERBICIDE","PENDIMETHALIN",108501
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," HERBICIDE","SULFENTRAZONE",129081
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.019"," INSECTICIDE","ABAMECTIN",122804
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.297"," INSECTICIDE","ACEQUINOCYL",6329
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.126"," INSECTICIDE","ACETAMIPRID",99050
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.034"," INSECTICIDE","AZADIRACHTIN",121701
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","BEAUVERIA BASSIANA",128924
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.496"," INSECTICIDE","BIFENAZATE",586
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.109"," INSECTICIDE","BIFENTHRIN",128825
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","BT KURSTAK ABTS-1857",6523
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","BT KURSTAKI ABTS-351",6522
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","BT KURSTAKI SA-11",6519
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","BT SUB AIZAWAI GC-91",6426
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","BUPROFEZIN",275100
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","BURKHOLDERIA A396 CELLS & MEDIA",6534
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","CARBARYL",56801
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.067"," INSECTICIDE","CHLORANTRANILIPROLE",90100
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","CHLORPYRIFOS",59101
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA",16329
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.111"," INSECTICIDE","CYANTRANILIPROLE",90098
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.178"," INSECTICIDE","CYFLUMETOFEN",138831
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.135"," INSECTICIDE","ETOXAZOLE",107091
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","FENBUTATIN-OXIDE",104601
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.286"," INSECTICIDE","FENPROPATHRIN",127901
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.103"," INSECTICIDE","FENPYROXIMATE",129131
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.085"," INSECTICIDE","FLONICAMID",128016
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.158"," INSECTICIDE","FLUPYRADIFURONE",122304
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","HELICOVERPA ZEA NPV",107300
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.177"," INSECTICIDE","HEXYTHIAZOX",128849
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.515"," INSECTICIDE","IMIDACLOPRID",129099
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","1.991"," INSECTICIDE","MALATHION",57701
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.174"," INSECTICIDE","METHOXYFENOZIDE",121027
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.904"," INSECTICIDE","NALED",34401
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.095"," INSECTICIDE","NEEM OIL",25006
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","5.151"," INSECTICIDE","NEEM OIL",NA
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.059"," INSECTICIDE","NOVALURON",124002
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.478"," INSECTICIDE","PIPERONYL BUTOXIDE",67501
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","POTASSIUM SALTS",79021
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.044"," INSECTICIDE","PYRETHRINS",69001
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","PYRIDABEN",129105
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.067"," INSECTICIDE","PYRIPROXYFEN",129032
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","SOYBEAN OIL",31605
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.068"," INSECTICIDE","SPINETORAM",110007
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.093"," INSECTICIDE","SPINOSAD",110003
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.243"," INSECTICIDE","SPIROMESIFEN",24875
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.069"," INSECTICIDE","SULFOXAFLOR",5210
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.062"," INSECTICIDE","THIAMETHOXAM",60109
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","ZETA-CYPERMETHRIN",129064
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","ACIBENZOLAR-S-METHYL",61402
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," OTHER","AUREOBASIDIUM PULLULANS DSM 14940",46010
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," OTHER","AUREOBASIDIUM PULLULANS DSM 14941",36010
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," OTHER","BT KURSTAKI SA-12",6518
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","CAPRIC ACID",128955
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","CAPRYLIC ACID",128919
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","244.066"," OTHER","CHLOROPICRIN",81501
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","83.557"," OTHER","DICHLOROPROPENE",29001
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.112"," OTHER","FLUTRIAFOL",128940
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","GLIOCLADIUM VIRENS",129000
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","HYDROGEN PEROXIDE",595
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.161"," OTHER","IRON PHOSPHATE",34903
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","METALDEHYDE",53001
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","214.011"," OTHER","METAM-POTASSIUM",39002
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","228.063"," OTHER","METAM-SODIUM",39003
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","PAECILOMYCES FUMOSOR",115002
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","PEROXYACETIC ACID",63201
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","POTASSIUM SILICATE",72606
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.191"," OTHER","REYNOUTRIA SACHALINE",55809
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," OTHER","TRICHODERMA VIRENS STRAIN G-41",176604
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.447"," FUNGICIDE","AZOXYSTROBIN",128810
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(NA)"," FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS MBI 600",129082
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(NA)"," FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747",16482
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(NA)"," FUNGICIDE","BACILLUS PUMILUS",6485
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(NA)"," FUNGICIDE","BACILLUS SUBT. GB03",129068
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(NA)"," FUNGICIDE","BACILLUS SUBTILIS",6479
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.54"," FUNGICIDE","BLAD",30006
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.051"," FUNGICIDE","BORAX DECAHYDRATE",11102
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.508"," FUNGICIDE","BOSCALID",128008
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(NA)"," FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19",6544
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","10.456"," FUNGICIDE","CAPTAN",81301
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","COPPER HYDROXIDE",23401
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","COPPER OCTANOATE",23306
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.034"," FUNGICIDE","CYFLUFENAMID",555550
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.765"," FUNGICIDE","CYPRODINIL",288202
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.25"," FUNGICIDE","DIFENOCONAZOLE",128847
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","1.163"," FUNGICIDE","FENHEXAMID",90209
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.51"," FUNGICIDE","FLUDIOXONIL",71503
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.224"," FUNGICIDE","FLUOPYRAM",80302
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.361"," FUNGICIDE","FLUXAPYROXAD",138009
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","18.136"," FUNGICIDE","FOSETYL-AL",123301
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","ISOFETAMID",270000
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","1.215"," FUNGICIDE","MEFENOXAM",113502
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","MONO-POTASSIUM SALT",76416
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.281"," FUNGICIDE","MYCLOBUTANIL",128857
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.625"," FUNGICIDE","PENTHIOPYRAD",90112
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.149"," FUNGICIDE","POLYOXIN D ZINC SALT",230000
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","2.908"," FUNGICIDE","POTASSIUM BICARBON.",73508
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.174"," FUNGICIDE","PROPICONAZOLE",122101
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.317"," FUNGICIDE","PYRACLOSTROBIN",99100
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.883"," FUNGICIDE","PYRIMETHANIL",288201
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.264"," FUNGICIDE","QUINOLINE",55459
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(NA)"," FUNGICIDE","STREPTOMYCES LYDICUS",6327
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","26.646"," FUNGICIDE","SULFUR",77501
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.058"," FUNGICIDE","TETRACONAZOLE",120603
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","1.041"," FUNGICIDE","THIOPHANATE-METHYL",102001
2019,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","5.064"," FUNGICIDE","THIRAM",79801
